INSERT INTO attendance (Attendance_id, Reg_no, Course_code, Session_date, Session_type, Session_hours, Status, Medical_id) VALUES
(277, 'TG/2023/007', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Medical', 34),
(278, 'TG/2023/008', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Medical', 35),
(279, 'TG/2023/009', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Absent', NULL),
(280, 'TG/2023/010', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(281, 'TG/2023/011', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(282, 'TG/2023/012', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(283, 'TG/2023/013', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(284, 'TG/2023/014', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Medical', 36),
(285, 'TG/2023/015', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Medical', 37),
(286, 'TG/2023/001', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(287, 'TG/2023/002', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Absent', NULL),
(288, 'TG/2023/003', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(289, 'TG/2023/004', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(290, 'TG/2023/005', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(291, 'TG/2023/006', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(292, 'TG/2023/007', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Medical', 34),
(293, 'TG/2023/008', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Medical', 35),
(294, 'TG/2023/009', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Absent', NULL),
(295, 'TG/2023/010', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(296, 'TG/2023/011', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(297, 'TG/2023/012', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(298, 'TG/2023/013', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(299, 'TG/2023/014', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Medical', 36),
(300, 'TG/2023/015', 'TCS1212', '2025-08-15', 'Theory', 2.0, 'Medical', 37),
(301, 'TG/2023/001', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(302, 'TG/2023/002', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Medical', 38),
(303, 'TG/2023/003', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(304, 'TG/2023/004', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(305, 'TG/2023/005', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(306, 'TG/2023/006', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Absent', NULL),
(307, 'TG/2023/007', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Medical', 39),
(308, 'TG/2023/008', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(309, 'TG/2023/009', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Medical', 40),
(310, 'TG/2023/010', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(311, 'TG/2023/011', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(312, 'TG/2023/012', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Absent', NULL),
(313, 'TG/2023/013', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(314, 'TG/2023/014', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Medical', 41),
(315, 'TG/2023/015', 'ICT1233', '2025-08-18', 'Theory', 2.0, 'Present', NULL),
(316, 'TG/2023/001', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(317, 'TG/2023/002', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Medical', 38),
(318, 'TG/2023/003', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(319, 'TG/2023/004', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(320, 'TG/2023/005', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(321, 'TG/2023/006', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(322, 'TG/2023/007', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Medical', 39),
(323, 'TG/2023/008', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(324, 'TG/2023/009', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Medical', 40),
(325, 'TG/2023/010', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(326, 'TG/2023/011', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(327, 'TG/2023/012', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(328, 'TG/2023/013', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(329, 'TG/2023/014', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Medical', 41),
(330, 'TG/2023/015', 'ICT1233', '2025-08-18', 'Practical', 2.0, 'Present', NULL),
(331, 'TG/2023/001', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(332, 'TG/2023/002', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(333, 'TG/2023/003', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(334, 'TG/2023/004', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Medical', 42),
(335, 'TG/2023/005', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(336, 'TG/2023/006', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Absent', NULL),
(337, 'TG/2023/007', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(338, 'TG/2023/008', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Medical', 43),
(339, 'TG/2023/009', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(340, 'TG/2023/010', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(341, 'TG/2023/011', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Medical', 44),
(342, 'TG/2023/012', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(343, 'TG/2023/013', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Absent', NULL),
(344, 'TG/2023/014', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(345, 'TG/2023/015', 'ICT1242', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(346, 'TG/2023/001', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(347, 'TG/2023/002', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Medical', 45),
(348, 'TG/2023/003', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(349, 'TG/2023/004', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Medical', 42),
(350, 'TG/2023/005', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(351, 'TG/2023/006', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Absent', NULL),
(352, 'TG/2023/007', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(353, 'TG/2023/008', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Medical', 43),
(354, 'TG/2023/009', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(355, 'TG/2023/010', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(356, 'TG/2023/011', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Medical', 44),
(357, 'TG/2023/012', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Absent', NULL),
(358, 'TG/2023/013', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(359, 'TG/2023/014', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(360, 'TG/2023/015', 'ICT1253', '2025-08-19', 'Theory', 2.0, 'Present', NULL),
(361, 'TG/2023/001', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(362, 'TG/2023/002', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Medical', 45),
(363, 'TG/2023/003', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(364, 'TG/2023/004', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Medical', 42),
(365, 'TG/2023/005', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(366, 'TG/2023/006', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(367, 'TG/2023/007', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Absent', NULL),
(368, 'TG/2023/008', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Medical', 43),
(369, 'TG/2023/009', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(370, 'TG/2023/010', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(371, 'TG/2023/011', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Medical', 44),
(372, 'TG/2023/012', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(373, 'TG/2023/013', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(374, 'TG/2023/014', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Absent', NULL),
(375, 'TG/2023/015', 'ICT1253', '2025-08-19', 'Practical', 2.0, 'Present', NULL),
(376, 'TG/2023/001', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(377, 'TG/2023/002', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(378, 'TG/2023/003', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(379, 'TG/2023/004', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Absent', NULL),
(380, 'TG/2023/005', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(381, 'TG/2023/006', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(382, 'TG/2023/007', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Medical', 46),
(383, 'TG/2023/008', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(384, 'TG/2023/009', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(385, 'TG/2023/010', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Absent', NULL),
(386, 'TG/2023/011', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(387, 'TG/2023/012', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(388, 'TG/2023/013', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(389, 'TG/2023/014', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Present', NULL),
(390, 'TG/2023/015', 'TMS1233', '2025-08-20', 'Theory', 3.0, 'Medical', 47),
(391, 'TG/2023/001', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(392, 'TG/2023/002', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(393, 'TG/2023/003', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(394, 'TG/2023/004', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(395, 'TG/2023/005', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Medical', 48),
(396, 'TG/2023/006', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Absent', NULL),
(397, 'TG/2023/007', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(398, 'TG/2023/008', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Medical', 49),
(399, 'TG/2023/009', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(400, 'TG/2023/010', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(401, 'TG/2023/011', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Medical', 50),
(402, 'TG/2023/012', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(403, 'TG/2023/013', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Absent', NULL),
(404, 'TG/2023/014', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Medical', 51),
(405, 'TG/2023/015', 'ICT1212', '2025-08-21', 'Theory', 2.0, 'Present', NULL),
(406, 'TG/2023/001', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(407, 'TG/2023/002', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(408, 'TG/2023/003', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Absent', NULL),
(409, 'TG/2023/004', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(410, 'TG/2023/005', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Medical', 48),
(411, 'TG/2023/006', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(412, 'TG/2023/007', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(413, 'TG/2023/008', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Medical', 49),
(414, 'TG/2023/009', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(415, 'TG/2023/010', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Absent', NULL),
(416, 'TG/2023/011', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Medical', 50),
(417, 'TG/2023/012', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(418, 'TG/2023/013', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(419, 'TG/2023/014', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Medical', 51),
(420, 'TG/2023/015', 'ICT1222', '2025-08-21', 'Practical', 4.0, 'Present', NULL),
(421, 'TG/2023/001', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(422, 'TG/2023/002', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(423, 'TG/2023/003', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(424, 'TG/2023/004', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(425, 'TG/2023/005', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(426, 'TG/2023/006', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Absent', NULL),
(427, 'TG/2023/007', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(428, 'TG/2023/008', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Medical', 52),
(429, 'TG/2023/009', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Medical', 53),
(430, 'TG/2023/010', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(431, 'TG/2023/011', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(432, 'TG/2023/012', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Absent', NULL),
(433, 'TG/2023/013', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(434, 'TG/2023/014', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(435, 'TG/2023/015', 'ENG1222', '2025-08-22', 'Theory', 2.0, 'Medical', 54),
(436, 'TG/2023/001', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(437, 'TG/2023/002', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(438, 'TG/2023/003', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(439, 'TG/2023/004', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(440, 'TG/2023/005', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(441, 'TG/2023/006', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Absent', NULL),
(442, 'TG/2023/007', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(443, 'TG/2023/008', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Medical', 52),
(444, 'TG/2023/009', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Medical', 53),
(445, 'TG/2023/010', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(446, 'TG/2023/011', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(447, 'TG/2023/012', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Absent', NULL),
(448, 'TG/2023/013', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(449, 'TG/2023/014', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Present', NULL),
(450, 'TG/2023/015', 'TCS1212', '2025-08-22', 'Theory', 2.0, 'Medical', 54),
(451, 'TG/2023/001', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(452, 'TG/2023/002', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Medical', 55),
(453, 'TG/2023/003', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Absent', NULL),
(454, 'TG/2023/004', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(455, 'TG/2023/005', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(456, 'TG/2023/006', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(457, 'TG/2023/007', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(458, 'TG/2023/008', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(459, 'TG/2023/009', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(460, 'TG/2023/010', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Absent', NULL),
(461, 'TG/2023/011', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Medical', 56),
(462, 'TG/2023/012', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(463, 'TG/2023/013', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(464, 'TG/2023/014', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Medical', 57),
(465, 'TG/2023/015', 'ICT1233', '2025-08-25', 'Theory', 2.0, 'Present', NULL),
(466, 'TG/2023/001', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(467, 'TG/2023/002', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Medical', 55),
(468, 'TG/2023/003', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(469, 'TG/2023/004', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(470, 'TG/2023/005', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(471, 'TG/2023/006', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Absent', NULL),
(472, 'TG/2023/007', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(473, 'TG/2023/008', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(474, 'TG/2023/009', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(475, 'TG/2023/010', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(476, 'TG/2023/011', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Medical', 56),
(477, 'TG/2023/012', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Absent', NULL),
(478, 'TG/2023/013', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(479, 'TG/2023/014', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Medical', 57),
(480, 'TG/2023/015', 'ICT1233', '2025-08-25', 'Practical', 2.0, 'Present', NULL),
(481, 'TG/2023/001', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(482, 'TG/2023/002', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(483, 'TG/2023/003', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(484, 'TG/2023/004', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(485, 'TG/2023/005', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(486, 'TG/2023/006', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Absent', NULL),
(487, 'TG/2023/007', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(488, 'TG/2023/008', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Medical', 58),
(489, 'TG/2023/009', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Medical', 59),
(490, 'TG/2023/010', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(491, 'TG/2023/011', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Medical', 60),
(492, 'TG/2023/012', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(493, 'TG/2023/013', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Absent', NULL),
(494, 'TG/2023/014', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(495, 'TG/2023/015', 'ICT1242', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(496, 'TG/2023/001', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(497, 'TG/2023/002', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(498, 'TG/2023/003', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Absent', NULL),
(499, 'TG/2023/004', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(500, 'TG/2023/005', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(501, 'TG/2023/006', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(502, 'TG/2023/007', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(503, 'TG/2023/008', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Medical', 58),
(504, 'TG/2023/009', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Medical', 59),
(505, 'TG/2023/010', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(506, 'TG/2023/011', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Medical', 60),
(507, 'TG/2023/012', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Absent', NULL),
(508, 'TG/2023/013', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(509, 'TG/2023/014', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(510, 'TG/2023/015', 'ICT1253', '2025-08-26', 'Theory', 2.0, 'Present', NULL),
(511, 'TG/2023/001', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(512, 'TG/2023/002', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(513, 'TG/2023/003', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(514, 'TG/2023/004', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(515, 'TG/2023/005', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(516, 'TG/2023/006', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Absent', NULL),
(517, 'TG/2023/007', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(518, 'TG/2023/008', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Medical', 58),
(519, 'TG/2023/009', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Medical', 59),
(520, 'TG/2023/010', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(521, 'TG/2023/011', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Medical', 60),
(522, 'TG/2023/012', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(523, 'TG/2023/013', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Absent', NULL),
(524, 'TG/2023/014', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(525, 'TG/2023/015', 'ICT1253', '2025-08-26', 'Practical', 2.0, 'Present', NULL),
(526, 'TG/2023/001', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(527, 'TG/2023/002', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(528, 'TG/2023/003', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(529, 'TG/2023/004', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(530, 'TG/2023/005', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(531, 'TG/2023/006', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Absent', NULL),
(532, 'TG/2023/007', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(533, 'TG/2023/008', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Medical', 61),
(534, 'TG/2023/009', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(535, 'TG/2023/010', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(536, 'TG/2023/011', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(537, 'TG/2023/012', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Absent', NULL),
(538, 'TG/2023/013', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(539, 'TG/2023/014', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(540, 'TG/2023/015', 'TMS1233', '2025-08-27', 'Theory', 3.0, 'Present', NULL),
(541, 'TG/2023/001', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(542, 'TG/2023/002', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(543, 'TG/2023/003', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(544, 'TG/2023/004', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(545, 'TG/2023/005', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(546, 'TG/2023/006', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Absent', NULL),
(547, 'TG/2023/007', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(548, 'TG/2023/008', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(549, 'TG/2023/009', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Medical', 62),
(550, 'TG/2023/010', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(551, 'TG/2023/011', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Medical', 63),
(552, 'TG/2023/012', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
(553, 'TG/2023/013', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Absent', NULL),
(554, 'TG/2023/014', 'ICT1212', '2025-08-28', 'Theory', 2.0, 'Present', NULL),
